f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,binary,family,mtype
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,3.0,1.0,53.0,16.0,2.0,0.0,2.0,0.0,5.255978,5.231731,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,8.0,2.0,0.0,36.0,10.0,1.0,0.0,1.0,0.0,5.2439284,5.183094,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,njrat,rat
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,16.0,1.0,3.0,268.0,99.0,0.0,0.0,5.0,2.0,5.019915,5.4240794,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,98.0,36.0,0.0,0.0,1.0,2.0,5.064117,5.4160323,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,adload,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,16.0,1.0,5.0,260.0,96.0,0.0,0.0,2.0,7.0,4.9431763,5.428009,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,120.0,31.0,12.0,9.0,2879.0,675.0,115.0,1.0,11.0,13.0,5.0812874,5.31075,34.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,18.0,1.0,5.0,377.0,128.0,12.0,0.0,2.0,7.0,5.0102754,5.4752536,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,115.0,29.0,13.0,9.0,264.0,87.0,13.0,0.0,11.0,13.0,5.1264496,5.45408,30.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,96.0,24.0,9.0,9.0,293.0,90.0,13.0,0.0,11.0,5.0,5.0596375,5.523686,27.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,148.0,50.0,7.0,3.0,39.0,11.0,2.0,0.0,1.0,1.0,4.8996215,5.116039,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,zeus,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,1.0,1.0,81.0,32.0,0.0,0.0,1.0,0.0,5.2309823,5.222662,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.3020525,5.444168,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,14.0,1.0,3.0,265.0,96.0,0.0,0.0,5.0,3.0,5.0197735,5.432318,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,74.0,20.0,1.0,0.0,0.0,1.0,4.741242,5.518847,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,6.0,2.0,2.0,129.0,26.0,2.0,0.0,1.0,1.0,5.0958405,5.311675,194.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
1.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,11.0,4.0,1.0,1.0,17.0,5.0,2.0,0.0,0.0,2.0,4.987261,5.1704855,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,zeus,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,6.0,2.0,2.0,129.0,26.0,2.0,0.0,1.0,1.0,5.093323,5.3317614,194.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,9.0,6.0,2.0,204.0,55.0,18.0,0.0,3.0,17.0,5.0420876,5.499705,136.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,zeus,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9248502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,zeus,banker
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,26.0,5.0,3.0,0.0,94.0,35.0,0.0,0.0,8.0,7.0,5.10076,5.364238,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,qakbot,banker
2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,168.0,52.0,2.0,1.0,915.0,330.0,22.0,0.0,2.0,4.0,5.3861094,5.5528784,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,25.0,1.0,3.0,441.0,151.0,12.0,0.0,5.0,3.0,5.1109266,5.491812,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,19.0,1.0,1.0,3171.0,709.0,114.0,0.0,1.0,3.0,5.0031605,5.3241005,21.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,4.6326904,5.1913385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2773004,5.4381275,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9248502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,zeus,banker
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,15.0,1.0,2.0,354.0,121.0,12.0,0.0,2.0,7.0,5.059638,5.4953055,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,1.0,53.0,16.0,2.0,0.0,1.0,0.0,5.2422824,5.244959,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,30.0,8.0,3.0,1.0,157.0,41.0,17.0,0.0,2.0,5.0,5.0141597,5.5045485,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,zeus,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,89.0,26.0,0.0,0.0,0.0,0.0,4.6326904,5.483997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,99.0,36.0,0.0,0.0,1.0,2.0,5.036388,5.392907,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,adload,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,18.0,1.0,3.0,281.0,102.0,0.0,0.0,2.0,5.0,5.077094,5.4132876,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,17.0,1.0,3.0,371.0,126.0,12.0,0.0,2.0,7.0,5.0508013,5.487452,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,5.0,3.0,337.0,95.0,0.0,0.0,1.0,0.0,5.314425,5.4626956,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,17.0,1.0,3.0,274.0,100.0,0.0,0.0,2.0,6.0,5.0226636,5.4241943,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,16.0,1.0,3.0,368.0,127.0,12.0,0.0,5.0,4.0,5.0719533,5.4857383,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,17.0,1.0,3.0,360.0,123.0,12.0,0.0,2.0,7.0,5.0325475,5.491954,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2889853,5.437821,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,15.0,1.0,3.0,349.0,119.0,12.0,0.0,2.0,7.0,5.0364656,5.4939623,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.261633,5.4393106,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,6.0,0.0,0.0,2.0,0.0,4.267554,5.309217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,18.0,1.0,5.0,374.0,127.0,12.0,0.0,2.0,7.0,5.0522375,5.4828634,21.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,91.0,22.0,8.0,9.0,299.0,94.0,13.0,0.0,10.0,5.0,5.052742,5.52241,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,18.0,8.0,1.0,112.0,38.0,2.0,0.0,2.0,2.0,5.2027326,5.357491,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,18.0,1.0,3.0,362.0,123.0,12.0,0.0,5.0,3.0,5.0576296,5.487796,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,18.0,1.0,2.0,275.0,101.0,0.0,0.0,2.0,6.0,4.990976,5.4322205,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,91.0,21.0,8.0,9.0,225.0,71.0,13.0,0.0,10.0,15.0,5.025616,5.480597,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1219.0,504.0,11.0,13.0,10341.0,4739.0,20.0,0.0,9.0,12.0,5.048629,5.45109,116.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,19.0,1.0,2.0,285.0,104.0,0.0,0.0,2.0,4.0,5.053872,5.4130516,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,108.0,5.0,4.0,1573.0,627.0,3.0,0.0,9.0,1.0,5.312913,5.6134405,115.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,trickbot,banker
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,106.0,27.0,0.0,0.0,0.0,0.0,4.9152184,5.453667,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,ursnif,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,24.0,3.0,5.0,483.0,161.0,13.0,0.0,2.0,7.0,5.053429,5.4976296,29.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,94.0,34.0,0.0,0.0,1.0,2.0,5.0865917,5.3995953,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,adload,trojan
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,4.7679396,5.014337,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,18.0,1.0,2.0,2848.0,679.0,102.0,0.0,2.0,5.0,4.997961,5.2887764,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,2.0,1.0,150.0,50.0,1.0,0.0,1.0,0.0,5.305263,5.486563,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,206.0,8.0,5.0,2.0,93.0,24.0,5.0,0.0,2.0,4.0,5.0288744,5.191427,132.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,zeus,banker
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,185.0,57.0,11.0,7.0,885.0,332.0,21.0,0.0,16.0,6.0,5.3630667,5.5202804,41.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.313062,5.4378633,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,15.0,1.0,3.0,260.0,95.0,0.0,0.0,2.0,4.0,5.0256166,5.4157553,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,1.0,35.0,12.0,0.0,0.0,1.0,3.0,5.1629963,5.1570787,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,4.0,2.0,1.0,106.0,32.0,0.0,0.0,0.0,0.0,5.199293,5.4651537,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,17.0,1.0,3.0,393.0,132.0,12.0,0.0,2.0,8.0,5.037075,5.4909267,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,37.0,6.0,6.0,0.0,251.0,92.0,0.0,0.0,6.0,6.0,5.2861204,5.4954896,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.477508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,qakbot,banker
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,26.0,4.0,3.0,0.0,108.0,41.0,0.0,0.0,6.0,5.0,5.14036,5.3620696,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,23.0,3.0,3.0,421.0,143.0,13.0,0.0,2.0,7.0,5.08913,5.4837036,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2857547,5.4425735,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,17.0,1.0,3.0,483.0,165.0,13.0,0.0,2.0,7.0,5.0375457,5.5061507,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,1.0,0.0,143.0,49.0,0.0,0.0,1.0,0.0,5.206231,5.480554,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,308.0,9.0,3.0,2.0,150.0,36.0,2.0,0.0,1.0,1.0,5.1023803,5.3467593,197.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,191.0,62.0,10.0,8.0,981.0,370.0,22.0,0.0,6.0,5.0,5.3215184,5.5472465,44.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,2.0,2.0,167.0,39.0,2.0,0.0,0.0,3.0,5.0736895,5.402466,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,19.0,3.0,3.0,332.0,120.0,1.0,0.0,5.0,2.0,5.131733,5.4161544,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,1.0,53.0,16.0,2.0,0.0,1.0,0.0,5.287044,5.244959,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2842917,5.442644,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,6.0,2.0,2.0,132.0,27.0,2.0,0.0,2.0,1.0,5.091187,5.3182,194.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,390.0,2.0,0.0,0.0,17.0,6.0,0.0,0.0,1.0,3.0,5.1798797,5.1148896,249.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,19.0,1.0,3.0,288.0,104.0,0.0,0.0,2.0,4.0,5.0686455,5.412333,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
4.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,307.0,58.0,12.0,10.0,1450.0,466.0,155.0,101.0,3.0,54.0,5.5586815,5.529289,150.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,njrat,rat
2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,210.0,9.0,5.0,2.0,108.0,28.0,7.0,0.0,3.0,8.0,5.041676,5.2159214,135.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,zeus,banker
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,17.0,1.0,3.0,2943.0,705.0,114.0,0.0,2.0,7.0,5.023683,5.3406467,21.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,27.0,6.0,3.0,0.0,92.0,34.0,0.0,0.0,8.0,7.0,5.113485,5.351974,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.285174,5.437883,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,21.0,2.0,2.0,712.0,303.0,2.0,0.0,1.0,0.0,5.3026757,5.4549384,19.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,16.0,1.0,3.0,271.0,99.0,0.0,0.0,2.0,6.0,5.048498,5.4093924,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,108.0,26.0,11.0,9.0,292.0,91.0,13.0,0.0,11.0,5.0,5.0533247,5.53136,33.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,13.0,1.0,3.0,261.0,96.0,0.0,0.0,5.0,5.0,5.0023537,5.419615,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,3.0,0.0,0.0,75.0,30.0,0.0,0.0,1.0,0.0,5.0100913,5.2252803,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.294734,5.444169,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,47.0,16.0,1.0,2.0,261.0,96.0,0.0,0.0,3.0,2.0,5.0528684,5.418295,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,19.0,5.0,2.0,580.0,250.0,2.0,0.0,3.0,0.0,5.2497525,5.444347,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.290137,5.439371,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,141.0,35.0,16.0,12.0,503.0,181.0,14.0,1.0,11.0,16.0,5.19037,5.485861,37.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2824697,5.4393163,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,15.0,1.0,3.0,368.0,125.0,12.0,0.0,5.0,3.0,5.0625014,5.481549,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,247.0,12.0,5.0,2.0,116.0,34.0,3.0,0.0,3.0,6.0,5.0320196,5.19954,135.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,zeus,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2932596,5.442564,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,128.0,34.0,17.0,10.0,329.0,106.0,13.0,0.0,12.0,9.0,5.2133255,5.5191064,29.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,4.0,2.0,1.0,29.0,9.0,1.0,0.0,1.0,1.0,5.03055,5.3499775,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,ursnif,banker
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,16.0,1.0,3.0,293.0,105.0,1.0,0.0,5.0,2.0,5.065831,5.4532967,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,15.0,1.0,3.0,349.0,119.0,12.0,0.0,2.0,7.0,5.0514235,5.493528,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,103.0,27.0,10.0,9.0,308.0,97.0,13.0,0.0,10.0,5.0,5.0330467,5.517055,27.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,15.0,1.0,3.0,266.0,98.0,0.0,0.0,2.0,4.0,5.0185757,5.4276714,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
